Month,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central,USA
2020-09-01,250.3,278.11,267.79,422.06,286.86,349.58,306.03,298.29,308.68,301.62
2020-10-01,252.02,280.89,270.61,426.55,291.54,354.0,310.33,300.61,311.79,304.9
2020-11-01,252.98,282.33,273.06,432.38,294.18,358.2,313.06,300.58,312.4,307.04
2020-12-01,254.02,285.19,274.6,436.91,296.06,360.22,315.42,301.75,315.59,309.17
2021-01-01,255.44,287.66,277.76,442.04,298.92,364.44,318.73,304.23,318.39,312.12
2021-02-01,258.99,290.92,278.3,452.13,299.56,373.38,323.28,308.39,323.73,316.67
2021-03-01,264.42,296.2,284.3,464.59,310.3,382.42,332.09,314.25,329.73,324.03
2021-04-01,270.49,302.42,292.13,479.15,318.03,392.0,338.02,320.73,336.77,331.45
2021-05-01,276.36,309.85,297.48,490.56,326.78,402.12,345.36,329.2,342.43,338.84
2021-06-01,282.5,316.34,300.96,503.83,331.28,407.56,352.93,333.83,350.84,345.44
2021-07-01,284.25,321.86,304.89,513.16,336.37,412.32,359.44,336.82,355.42,350.06
2021-08-01,284.31,324.75,304.29,519.34,335.16,416.26,365.25,337.57,357.71,352.45
2021-09-01,286.08,327.11,305.8,521.8,337.88,417.85,367.02,339.19,363.83,354.85
2021-10-01,287.0,331.54,309.17,527.44,337.77,423.05,371.54,340.96,365.06,357.85
2021-11-01,288.31,336.86,310.93,532.6,339.61,425.51,376.9,340.07,369.42,360.88
2021-12-01,289.24,337.98,310.91,538.21,344.25,430.1,381.28,343.87,372.36,363.73
2022-01-01,292.34,341.77,315.68,544.29,347.42,437.78,387.12,345.04,376.32,368.29
2022-02-01,297.95,349.14,320.04,560.83,351.92,446.06,397.97,353.51,383.21,376.2
2022-03-01,304.26,356.11,326.49,577.45,361.34,455.53,406.68,358.81,389.04,384.04
2022-04-01,310.34,359.96,332.32,589.82,372.33,462.72,416.5,368.8,400.51,392.41
2022-05-01,316.6,366.6,339.02,596.64,378.24,463.46,423.47,374.83,407.53,398.41
2022-06-01,317.6,371.94,341.57,592.53,377.95,460.0,427.23,374.58,410.19,399.71
2022-07-01,316.19,372.3,340.59,584.14,374.93,451.61,424.43,374.29,406.91,396.77
2022-08-01,313.66,369.3,335.84,570.83,373.71,447.54,421.78,371.12,404.6,393.17
2022-09-01,314.69,370.76,336.33,569.14,367.9,446.08,421.34,370.5,404.2,392.81
2022-10-01,312.2,369.9,334.55,569.65,370.27,442.16,421.71,370.02,402.74,391.56
2022-11-01,310.84,366.91,336.88,560.64,367.96,435.06,420.89,368.68,402.91,389.63
2022-12-01,309.42,370.04,333.95,554.86,363.73,432.09,419.29,365.36,400.94,387.53
2023-01-01,309.72,369.29,334.02,552.76,369.53,432.25,421.25,365.4,396.67,387.55
2023-02-01,313.77,376.81,337.38,568.14,372.17,436.08,425.77,371.76,405.02,393.17
2023-03-01,321.17,379.59,342.62,566.74,381.5,441.56,431.48,378.07,408.3,398.51
2023-04-01,327.28,379.91,351.64,576.98,392.23,447.5,436.16,384.69,413.21,404.63
2023-05-01,334.75,384.31,355.48,580.27,393.2,456.45,441.55,391.04,417.66,410.31
2023-06-01,335.95,386.56,359.19,584.65,404.25,458.54,446.13,393.66,417.28,413.18
2023-07-01,338.14,390.43,364.2,588.88,404.78,455.76,450.07,395.5,417.68,415.33
2023-08-01,339.43,389.14,364.98,586.45,406.05,459.09,449.35,395.42,417.36,415.73
2023-09-01,341.0,389.6,364.86,590.3,410.43,456.86,453.07,394.12,422.1,417.41
2023-10-01,340.46,392.52,368.33,586.92,409.41,457.15,452.3,393.91,417.31,416.94
2023-11-01,339.65,393.77,367.61,587.07,402.09,456.86,452.48,392.74,417.49,416.39
2023-12-01,337.33,393.57,365.25,584.97,400.75,454.22,451.85,387.12,414.63,414.2
2024-01-01,336.34,387.97,363.97,584.07,401.9,454.87,447.94,391.55,415.25,413.25
2024-02-01,343.03,396.23,373.01,593.98,415.31,467.3,456.74,398.05,419.12,421.6
2024-03-01,349.27,397.02,379.82,600.88,419.41,468.2,461.03,402.85,423.07,426.05
2024-04-01,354.08,404.52,383.13,608.35,428.09,474.37,466.8,410.7,427.02,431.73
2024-05-01,360.18,404.35,388.16,612.11,429.97,475.07,469.42,413.0,429.26,434.84
2024-06-01,361.53,409.91,386.95,606.08,430.98,473.64,471.91,411.52,430.16,435.36
2024-07-01,363.73,409.7,388.96,608.79,433.48,471.57,466.63,411.65,424.3,434.26
