Month,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central,USA
2015-11-01,183.98,204.37,204.5,283.39,213.47,248.62,220.08,222.29,235.09,220.14
2015-12-01,184.54,205.92,205.01,282.16,215.74,249.91,221.03,224.94,236.02,221.12
2016-01-01,185.33,207.71,204.21,283.5,217.33,249.89,223.57,226.06,236.96,222.17
2016-02-01,184.43,205.94,206.28,285.63,214.05,252.92,222.04,227.9,237.36,222.34
2016-03-01,186.3,207.01,206.51,288.74,215.69,254.48,224.34,226.09,240.18,223.92
2016-04-01,186.8,208.66,207.18,289.66,218.36,256.2,225.89,227.74,240.69,225.1
2016-05-01,187.85,209.54,208.65,291.97,217.92,256.78,226.57,228.08,242.16,226.06
2016-06-01,188.91,209.55,209.91,293.31,218.8,258.04,228.72,228.95,243.1,227.29
2016-07-01,189.65,211.25,210.12,294.11,219.56,259.86,229.78,230.96,244.92,228.47
2016-08-01,191.19,212.56,210.62,296.27,220.66,261.07,230.97,231.09,245.44,229.57
2016-09-01,191.7,213.3,211.27,298.35,223.09,263.84,232.35,232.98,245.76,230.83
2016-10-01,192.81,213.78,212.77,301.95,223.04,264.88,233.95,233.38,246.9,232.07
2016-11-01,193.43,214.55,213.5,302.64,225.19,267.16,234.22,235.15,248.04,233.08
2016-12-01,194.8,217.66,213.56,304.86,225.06,269.0,235.84,235.14,250.06,234.5
2017-01-01,194.9,213.93,213.27,305.83,226.41,270.22,236.17,235.75,251.55,234.77
2017-02-01,196.1,217.7,214.97,308.46,225.71,271.41,237.14,236.72,251.81,236.05
2017-03-01,197.62,219.15,214.42,310.91,228.72,273.99,238.61,238.17,251.95,237.42
2017-04-01,197.87,219.61,216.97,312.52,229.79,275.9,241.26,239.42,255.52,239.21
2017-05-01,198.94,220.64,217.1,315.17,229.64,278.5,241.39,241.66,256.95,240.35
2017-06-01,198.88,222.35,218.24,316.72,231.37,280.11,242.88,241.81,256.77,241.24
2017-07-01,200.41,223.81,219.64,318.93,232.56,281.07,244.01,242.4,258.23,242.56
2017-08-01,201.58,223.79,221.11,320.91,233.15,284.38,246.17,243.78,259.06,244.13
2017-09-01,202.0,224.11,222.45,323.2,234.52,286.93,246.62,244.08,261.16,245.25
2017-10-01,203.15,226.51,222.65,325.76,235.16,286.5,247.96,245.18,261.49,246.21
2017-11-01,204.22,226.37,222.47,330.58,235.92,289.91,249.32,247.69,264.23,247.91
2017-12-01,206.09,227.45,223.64,331.05,237.19,291.09,250.98,247.03,264.27,249.0
2018-01-01,207.87,228.94,225.58,334.91,237.87,293.44,252.91,250.72,264.46,250.92
2018-02-01,208.98,229.72,226.08,336.91,240.24,296.66,254.54,250.75,268.3,252.65
2018-03-01,209.1,231.33,228.98,339.96,239.31,296.55,255.34,252.48,267.52,253.45
2018-04-01,209.96,230.85,227.88,340.53,240.07,297.48,257.29,252.61,268.31,254.13
2018-05-01,210.47,234.76,228.53,343.22,242.41,298.11,258.55,253.93,268.82,255.36
2018-06-01,211.77,235.2,229.69,347.3,243.32,300.07,258.19,255.22,269.69,256.43
2018-07-01,212.3,234.73,230.57,347.4,243.42,300.97,260.69,257.17,270.6,257.47
2018-08-01,213.55,236.83,230.47,349.77,245.04,303.49,261.9,256.54,272.42,258.79
2018-09-01,214.39,236.6,231.4,351.87,245.3,303.32,262.31,257.03,271.78,259.2
2018-10-01,215.64,238.61,231.11,353.55,247.51,303.84,262.14,258.73,273.44,260.13
2018-11-01,215.67,240.71,233.69,356.33,247.03,304.84,264.67,260.0,275.85,261.74
2018-12-01,216.65,240.24,234.5,356.61,248.27,305.69,266.23,260.96,275.56,262.51
2019-01-01,217.96,241.42,235.47,361.18,248.63,306.82,267.59,262.8,278.24,264.12
2019-02-01,219.45,243.41,235.67,359.94,251.4,307.16,267.7,263.57,277.54,264.69
2019-03-01,219.62,243.67,235.6,360.99,250.64,308.7,268.94,265.21,279.23,265.52
2019-04-01,220.75,246.24,237.02,365.92,251.67,310.12,270.19,264.84,278.81,266.77
2019-05-01,221.75,246.12,237.95,366.86,252.78,311.46,272.4,265.34,280.39,268.0
2019-06-01,222.45,248.26,238.59,368.55,253.66,312.59,272.66,266.9,281.45,268.94
2019-07-01,223.42,248.71,239.13,371.75,254.49,314.76,273.48,267.38,281.88,269.97
2019-08-01,224.58,248.7,240.68,372.61,256.24,315.67,274.19,269.21,283.32,271.07
2019-09-01,225.26,252.03,241.09,376.19,256.3,316.8,277.37,270.92,283.87,272.67
2019-10-01,226.25,252.26,242.92,378.37,257.66,318.63,278.69,271.7,285.57,274.03
2019-11-01,228.92,251.58,244.28,380.85,260.1,321.22,280.17,272.94,286.67,275.75
2019-12-01,229.46,255.99,246.9,385.84,261.69,323.2,281.92,276.25,289.69,278.05
2020-01-01,230.93,257.35,247.51,389.18,264.04,325.42,285.12,276.23,291.63,279.95
2020-02-01,232.57,259.29,249.61,392.06,265.74,327.02,287.74,278.94,291.45,281.8
2020-03-01,233.72,260.29,249.67,393.64,265.67,328.43,286.61,278.37,292.56,282.23
2020-04-01,233.73,262.17,250.23,393.03,265.69,328.6,287.04,279.75,292.54,282.62
2020-05-01,232.98,261.38,249.25,391.5,263.31,325.44,287.11,278.39,291.9,281.55
2020-06-01,235.07,263.04,250.18,397.13,266.43,330.71,289.84,281.77,296.01,284.6
2020-07-01,239.17,266.99,253.66,403.1,271.99,336.21,293.55,285.23,298.14,288.62
2020-08-01,242.87,271.11,260.03,411.01,277.63,341.42,298.36,290.43,302.94,293.66
2020-09-01,246.53,275.65,264.88,419.33,283.56,348.3,302.83,294.92,305.7,298.42
2020-10-01,250.27,279.15,268.41,425.68,289.76,353.9,308.12,298.23,310.9,303.08
2020-11-01,253.21,281.18,271.78,433.91,294.12,359.95,312.17,300.8,312.5,306.78
2020-12-01,256.83,285.45,275.83,440.97,297.79,364.31,316.26,304.09,317.04,310.99
2021-01-01,259.34,288.64,279.14,447.6,301.16,368.19,320.23,307.81,321.23,314.68
2021-02-01,260.76,290.57,279.96,453.41,302.6,374.04,322.8,310.38,324.5,317.4
2021-03-01,263.52,294.25,283.8,461.69,308.58,379.57,329.12,312.48,328.26,321.94
2021-04-01,266.85,299.6,289.52,471.41,313.29,386.0,333.12,316.08,332.88,326.81
2021-05-01,270.02,305.33,291.68,481.17,320.32,394.71,338.94,321.56,336.49,332.04
2021-06-01,274.88,310.31,295.1,495.12,323.36,400.87,346.08,325.83,343.75,338.06
2021-07-01,277.47,315.4,298.18,504.26,328.42,408.13,352.92,329.1,350.4,343.33
2021-08-01,279.46,320.64,300.34,514.98,328.87,413.17,359.5,331.98,353.67,347.48
2021-09-01,281.81,324.22,302.72,518.63,334.04,416.56,363.14,335.37,360.14,351.13
2021-10-01,285.24,329.32,306.53,526.64,335.64,423.19,368.85,338.48,364.02,355.78
2021-11-01,288.69,335.37,309.63,535.24,340.18,428.05,376.03,340.7,369.88,360.83
2021-12-01,292.65,338.42,312.8,544.39,346.85,435.62,382.74,346.9,374.24,366.26
2022-01-01,296.87,343.27,317.75,552.37,350.57,442.63,389.19,349.33,379.88,371.63
2022-02-01,300.18,348.71,321.98,562.74,355.86,447.09,397.45,355.85,384.22,377.2
2022-03-01,303.14,353.82,325.9,573.55,359.05,452.02,403.04,356.87,387.62,381.53
2022-04-01,305.92,356.25,328.81,579.2,365.86,454.98,410.37,362.94,395.42,386.47
2022-05-01,308.78,361.12,331.82,583.87,370.12,454.27,415.39,365.53,399.93,389.88
2022-06-01,308.84,364.6,334.55,581.39,368.16,451.51,418.21,365.34,401.51,390.64
2022-07-01,308.43,364.57,332.66,573.2,365.6,446.88,416.52,365.55,400.98,388.85
2022-08-01,308.38,364.69,331.62,566.08,366.75,444.19,415.16,365.01,400.15,387.67
2022-09-01,310.07,367.49,333.14,565.84,363.62,444.91,416.95,366.49,399.75,388.73
2022-10-01,310.53,367.38,331.56,568.99,367.92,442.53,418.71,367.68,401.8,389.41
2022-11-01,311.41,365.28,335.74,563.85,369.21,438.03,420.2,369.66,403.65,389.83
2022-12-01,313.28,370.89,336.53,562.02,367.01,438.16,421.27,368.97,403.15,390.61
2023-01-01,314.65,371.31,336.67,561.84,373.26,437.19,423.75,370.1,400.74,391.35
2023-02-01,316.31,376.56,339.5,570.28,376.4,437.23,425.2,374.23,406.2,394.3
2023-03-01,319.9,377.31,341.88,562.43,378.96,438.0,427.57,375.98,407.13,395.84
2023-04-01,322.45,375.92,347.58,565.79,384.7,439.4,429.41,378.04,407.57,398.1
2023-05-01,326.02,378.56,347.47,566.72,384.13,446.92,432.69,380.79,409.38,401.01
2023-06-01,326.53,378.71,351.5,572.85,393.15,449.33,435.85,383.67,408.17,403.33
2023-07-01,329.65,382.29,355.33,577.37,394.43,450.88,441.36,386.0,411.59,406.81
2023-08-01,333.8,384.4,360.54,581.62,398.64,455.71,442.16,388.94,412.91,409.97
2023-09-01,336.08,386.33,361.52,587.12,405.73,455.83,448.36,390.0,417.31,413.13
2023-10-01,338.81,389.85,365.09,586.44,406.92,457.67,449.09,391.64,416.45,414.74
2023-11-01,340.39,391.85,366.55,590.48,403.94,460.27,451.84,393.83,418.39,416.73
2023-12-01,341.62,394.6,368.38,592.93,404.78,460.85,454.13,391.13,417.09,417.67
2024-01-01,341.75,390.21,367.14,594.14,406.33,460.14,450.66,396.61,419.74,417.43
2024-02-01,345.91,395.88,375.42,596.3,420.22,468.65,456.15,400.63,420.45,422.86
2024-03-01,347.84,394.53,378.97,596.0,416.68,464.3,456.82,400.5,422.01,423.15
2024-04-01,348.72,400.12,378.52,596.05,419.57,465.45,459.36,403.22,420.92,424.51
2024-05-01,350.44,398.18,379.14,597.06,419.75,464.82,459.68,401.9,420.38,424.65
2024-06-01,351.29,401.31,378.42,593.27,418.71,463.62,460.59,400.94,420.52,424.66
2024-07-01,354.51,401.09,379.26,596.56,422.33,466.42,457.45,401.61,418.06,425.21
